FIRE_NAME,DISCOVERY_DOY,DISCOVERY_DATE,FIRE_YEAR,STAT_CAUSE_DESCR,FIRE_SIZE,LATITUDE,LONGITUDE,STATE,CONT_DOY,CONT_DATE
TRUCK STOP,89,2455650.5,2011,Debris Burning,5481,31.335556,-108.81,NM,95,2455656.5
LAS CONCHAS,177,2455738.5,2011,Powerline,156593,35.811667,-106.536667,NM,214,2455775.5
JUNEBERRY 3,278,2455839.5,2011,Debris Burning,28810,48.8216,-96.33001,MN,,
MOUND CITY,278,2455839.5,2011,Miscellaneous,11000,45.7253,-100.0685,SD,,
T17,237,2455798.5,2011,Missing/Undefined,50176,43.651667,-112.802778,ID,,
KARVAL,83,2455644.5,2011,Missing/Undefined,12000,38.745278,-103.655,CO,83,2455644.5
PURGATOIRE FIRE,150,2455711.5,2011,Missing/Undefined,6140,37.211667,-104.020833,CO,,
SHELL COMPLEX,158,2455719.5,2011,Lightning,13312,37.472222,-103.468611,CO,236,2455797.5
STANTON COUNTY,81,2455642.5,2011,Missing/Undefined,40000,37.654,-102.036,KS,87,2455648.5
SIMMONS ROAD,171,2455732.5,2011,Lightning,5438,34.843611,-78.719722,NC,229,2455790.5
JUNIPER ROAD,170,2455731.5,2011,Lightning,31140,34.544444,-77.673056,NC,243,2455804.5
THOMPSON,237,2455798.5,2011,Lightning,12000,43.223611,-104.8775,WY,,
CHEYENNE RIVER,237,2455798.5,2011,Lightning,5000,43.382778,-104.34,WY,,
BEAR SPRINGS,156,2455717.5,2011,Lightning,35583,37.566667,-103.8375,CO,172,2455733.5
TRI-COUNTY FIRE,30,2454861.5,2009,Powerline,6400,35.58022222,-101.1064722,TX,32,2454863.5
79 FIRE,91,2454922.5,2009,Powerline,8000,33.4535,-98.625,TX,94,2454925.5
CEDAR MOUNTAIN FIRE,97,2454928.5,2009,Miscellaneous,18360,32.48883333,-98.97566667,TX,103,2454934.5
ROBERTS BRANCH - 56,99,2454930.5,2009,Miscellaneous,16444,33.247933,-98.087648,TX,105,2454936.5
TWO MILE HILL,99,2454930.5,2009,Powerline,21525,33.688,-98.5496,TX,100,2454931.5
MONTAGUE COUNTY COMPLEX,99,2454930.5,2009,Miscellaneous,31419,33.65027778,-97.52583333,TX,106,2454937.5
BLACK (PITZER) FIRE,99,2454930.5,2009,Miscellaneous,16000,32.81981813,-99.14663681,TX,103,2454934.5
SAUCITA CREEK RANCH - 106,113,2454944.5,2009,Lightning,14840,30.23625564,-104.1263151,TX,115,2454946.5
DUNCAN WEST BRANCH - 113,113,2454944.5,2009,Lightning,5528,30.82490896,-103.8274289,TX,122,2454953.5
MCELROY,113,2454944.5,2009,Lightning,8382,30.93583333,-104.0191667,TX,116,2454947.5
ELEPHANT MTN COMPLEX,113,2454944.5,2009,Lightning,10135,30.08277778,-103.6769444,TX,118,2454949.5
LAST CHANCE MESA,134,2454965.5,2009,Lightning,5451,30.65361111,-103.6163889,TX,134,2454965.5
ROBBERS ROOST,148,2455344.5,2010,Lightning,9362,30.76760728,-104.1428643,TX,149,2455345.5
BRITE RANCH,151,2455347.5,2010,Lightning,11590,30.14067458,-104.4348989,TX,157,2455353.5
FATHERS DAY,171,2455367.5,2010,Lightning,6743,30.9,-104.4519444,TX,174,2455370.5
WHITEFACE FIRE,47,2455608.5,2011,Miscellaneous,5000,33.60972222,-102.8297222,TX,47,2455608.5
LIPSCOMB  CO. COMPLEX FIRE,47,2455608.5,2011,Powerline,15908,36.08611111,-100.2830556,TX,48,2455609.5
MOORE COUNTY FIRE,48,2455609.5,2011,Miscellaneous,7943,35.726726,-101.960678,TX,49,2455610.5
WILLOW CREEK SOUTH FIRE,58,2455619.5,2011,Equipment Use,24310,35.27527778,-101.8016667,TX,60,2455621.5
MATADOR WEST COMPLEX FIRE,58,2455619.5,2011,Miscellaneous,41000,33.97085185,-101.0112563,TX,61,2455622.5
WILLIAMS FIRE,58,2455619.5,2011,Miscellaneous,22958,30.91489227,-101.1482788,TX,59,2455620.5
TOM FIRE,58,2455619.5,2011,Miscellaneous,65000,32.4241667,-102.2596667,TX,59,2455620.5
MITCHELL COMPLEX-COLORADO CITY FIRE,58,2455619.5,2011,Miscellaneous,13740,32.38868333,-100.8679167,TX,59,2455620.5
SHEPERDS COMPLEX FIRE,58,2455619.5,2011,Miscellaneous,7500,32.6203,-101.0954667,TX,58,2455619.5
MINE FIRE,60,2455621.5,2011,Debris Burning,8255,30.135,-103.6016667,TX,64,2455625.5
ENMIN FIRE,70,2455631.5,2011,Powerline,7555,33.10015833,-98.24289167,TX,74,2455635.5
SAND RANCH FIRE,96,2455657.5,2011,Lightning,5500,32.1851667,-102.75,TX,97,2455658.5
SWENSON FIRE,96,2455657.5,2011,Equipment Use,122500,33.11793333,-100.325,TX,111,2455672.5
KILLOUGH FIRE,99,2455660.5,2011,Powerline,32000,33.246135,-101.381621,TX,104,2455665.5
ROPER FIRE,99,2455660.5,2011,Smoking,41000,30.371712,-103.623445,TX,100,2455661.5
ROCKHOUSE FIRE,99,2455660.5,2011,Miscellaneous,314444,30.84951667,-104.0460222,TX,132,2455693.5
HICKMAN FIRE,99,2455660.5,2011,Equipment Use,16500,31.86946666,-102.1841667,TX,99,2455660.5
PK COMPLEX,99,2455660.5,2011,Lightning,126734,32.82916119,-98.48091254,TX,124,2455685.5
WILDCAT FIRE,100,2455661.5,2011,Lightning,158308,31.80032466,-100.6141727,TX,120,2455681.5
ENCINO FIRE,100,2455661.5,2011,Lightning,12659,31.49435155,-100.6704016,TX,110,2455671.5
PIERCE/SUTTON FIRE,101,2455662.5,2011,Powerline,30814,30.36805556,-101.3522222,TX,104,2455665.5
COOPER MOUNTAIN RANCH FIRE,101,2455662.5,2011,Lightning,162625,32.98708333,-100.81845,TX,111,2455672.5
CANNON COMPLEX,101,2455662.5,2011,Lightning,63427,30.77548508,-101.9760499,TX,105,2455666.5
WICHITA COUNTY COMPLEX,105,2455666.5,2011,Powerline,11785,33.89225,-98.640925,TX,106,2455667.5
BRYSON COMPLEX,106,2455667.5,2011,Miscellaneous,7500,33.115802,-98.458161,TX,107,2455668.5
DAD'S CORNER FIRE,106,2455667.5,2011,Powerline,6100,33.74435556,-98.64146944,TX,106,2455667.5
DEATON COLE FIRE,115,2455676.5,2011,Miscellaneous,175000,30.1635,-101.2471667,TX,129,2455690.5
FULLER RANCH FIRE,115,2455676.5,2011,Miscellaneous,5200,32.90861111,-101.0522222,TX,120,2455681.5
SCOTT RANCH FIRE,116,2455677.5,2011,Miscellaneous,10000,31.28108765,-101.1403827,TX,120,2455681.5
OASIS FIRE,116,2455677.5,2011,Miscellaneous,9445,30.36000267,-99.90709987,TX,125,2455686.5
PLEASANT FARMS FIRE,116,2455677.5,2011,Miscellaneous,15479,31.633385,-102.437217,TX,117,2455678.5
OLYMPIA FIRE,118,2455679.5,2011,Miscellaneous,5000,33.7829107,-102.5529357,TX,120,2455681.5
CLARK RANCH FIRE,119,2455680.5,2011,Miscellaneous,7000,33.3317,-99.37536667,TX,120,2455681.5
DICKENS COMPLEX,126,2455687.5,2011,Miscellaneous,89200,33.60996575,-100.6924122,TX,134,2455695.5
SCHWARTZ FIRE,127,2455688.5,2011,Lightning,83995,30.23763124,-102.9761301,TX,135,2455696.5
GAGE HOLLAND FIRE,128,2455689.5,2011,Miscellaneous,5975,30.33111111,-103.7738889,TX,129,2455690.5
611 GAS PLANT FIRE,128,2455689.5,2011,Miscellaneous,14513,32.57066,-100.6125,TX,132,2455693.5
IRON MOUNTAIN FIRE,129,2455690.5,2011,Lightning,87401,30.44812428,-103.1628276,TX,139,2455700.5
CEED FIRE,144,2455705.5,2011,Miscellaneous,5000,31.96169121,-102.22526,TX,144,2455705.5
SIERRA BLANCA FIRE,144,2455705.5,2011,Powerline,7600,34.7979,-102.3168833,TX,144,2455705.5
DERICK FIRE,144,2455705.5,2011,Miscellaneous,25000,32.26772,-102.2480467,TX,145,2455706.5
CANYON FIRE,144,2455705.5,2011,Miscellaneous,16803,34.95088333,-101.8533167,TX,176,2455737.5
TEJANO CANYON FIRE,153,2455714.5,2011,Equipment Use,12311,30.63458481,-104.1033621,TX,157,2455718.5
DOS AMIGOS FIRE,159,2455720.5,2011,Equipment Use,19391,31.9041149,-100.779495,TX,165,2455726.5
BIRD RANCH II FIRE,162,2455723.5,2011,Lightning,29200,34.05118333,-100.5014667,TX,166,2455727.5
BEARING FIRE,168,2455729.5,2011,Equipment Use,20222,31.00662583,-94.97748583,TX,180,2455741.5
SMAC FIRE,169,2455730.5,2011,Miscellaneous,30000,27.1525,-98.35527778,TX,173,2455734.5
FATHER'S DAY FIRE,169,2455730.5,2011,Miscellaneous,9296,33.57263,-102.75593,TX,170,2455731.5
DHI FIRE,169,2455730.5,2011,Lightning,8000,30.7303,-102.326,TX,170,2455731.5
ROCK CREEK FIRE,170,2455731.5,2011,Miscellaneous,9500,33.21808333,-100.14565,TX,181,2455742.5
JRM COMPLEX,170,2455731.5,2011,Miscellaneous,6804,33.145,-99.035,TX,178,2455739.5
MCDONALD II FIRE,170,2455731.5,2011,Miscellaneous,5915,33.607032,-98.064401,TX,173,2455734.5
DYER MILL FIRE,170,2455731.5,2011,Miscellaneous,5280,30.30546667,-95.91633333,TX,176,2455737.5
WHITE HAT FIRE,171,2455732.5,2011,Miscellaneous,72473,32.0782,-100.4601833,TX,178,2455739.5
BOYKEN RD FIRE,171,2455732.5,2011,Miscellaneous,5067,32.19215716,-101.439107,TX,172,2455733.5
RICHARDSON FIRE,175,2455736.5,2011,Miscellaneous,7000,33.25437392,-101.456427,TX,176,2455737.5
WISEMAN COMPLEX / TOKE PLANT,179,2455740.5,2011,Lightning,5721,34.09071481,-102.5873391,TX,180,2455741.5
CLAY FIRE,193,2455754.5,2011,Lightning,5000,32.15053257,-101.3484869,TX,194,2455755.5
STEGALL FIRE,206,2455767.5,2011,Equipment Use,8640,30.30848901,-102.5309569,TX,209,2455770.5
CHERRY HOMES FIRE,219,2455780.5,2011,Campfire,7328,33.39316667,-98.03966667,TX,222,2455783.5
ROBINETTE FIRE,232,2455793.5,2011,Miscellaneous,6180,31.266536,-97.725053,TX,234,2455795.5
101 RANCH FIRE,242,2455803.5,2011,Powerline,6555,32.78126667,-98.43766667,TX,271,2455832.5
HORNETS' TANK FIRE,243,2455804.5,2011,Lightning,5500,34.554215,-100.957146,TX,247,2455808.5
BEAR CREEK FIRE,247,2455808.5,2011,Miscellaneous,41050,32.9731333,-94.4307,TX,258,2455819.5
PEDERNALES BEND FIRE,247,2455808.5,2011,Miscellaneous,6500,30.3857833,-98.08505,TX,253,2455814.5
BASTROP COUNTY COMPLEX,247,2455808.5,2011,Powerline,34068,30.22777389,-97.211651,TX,273,2455834.5
DELHI FIRE,247,2455808.5,2011,Miscellaneous,6030,29.8208,-97.39621667,TX,253,2455814.5
ANGELINA RIVER BOTTOM FIRE,247,2455808.5,2011,Powerline,6550,31.75166667,-94.96083333,TX,251,2455812.5
RILEY ROAD FIRE,248,2455809.5,2011,Lightning,19960,30.27001667,-95.8179,TX,258,2455819.5
MACLAMORE,99,2454930.5,2009,Powerline,6500,32.95283511,-99.12281862,TX,,
VEST RANCH,82,2455278.5,2010,Equipment Use,6000,31.878268,-102.796175,TX,,
GRASS FIRE ,44,2455605.5,2011,Miscellaneous,6426,29.505817,-95.911326,TX,,
FM1065,50,2455611.5,2011,Miscellaneous,5000,34.286155,-101.059113,TX,,
LOCUST GROVE FIRE,58,2455619.5,2011,Powerline,19200,36.110143,-100.456581,TX,,
FERGUSON,58,2455619.5,2011,Powerline,6000,31.131138,-101.342697,TX,,
MILLER RANCH,83,2455644.5,2011,Equipment Use,10000,32.6266,-101.680012,TX,,
GRASS FIRE,96,2455657.5,2011,Powerline,8000,32.69046,-102.830486,TX,,
TEXLAND FIRE,96,2455657.5,2011,Equipment Use,6962,32.499667,-102.856028,TX,,
PRENTASS FIELD #1,99,2455660.5,2011,Powerline,15000,33.279167,-102.568188,TX,,
FM 148 & FM 2332,105,2455666.5,2011,Powerline,18000,34.0004325,-98.223224,TX,,
LOVING #1,126,2455687.5,2011,Miscellaneous,10000,31.875517,-103.655319,TX,,
SALT PLANT,131,2455692.5,2011,Smoking,5000,33.122601,-102.135429,TX,,
GRASS FIRE,144,2455705.5,2011,Powerline,7680,32.630123,-102.828598,TX,,
DALHART FIRE,144,2455705.5,2011,Miscellaneous,5000,36.065752,-102.516518,TX,,
OSLO FIRE,144,2455705.5,2011,Powerline,7500,36.49363,-101.612892,TX,,
ARMSTRONG FIRE,163,2455724.5,2011,Equipment Use,24000,32.3689,-102.5242,TX,,
GRASS FIRE,309,2455870.5,2011,Miscellaneous,9500,32.591877,-102.460985,TX,,
PONY,176,2456102.5,2012,Lightning,5157,45.66861111,-111.9577778,MT,190,2456116.5
CABIN SPRING,224,2456150.5,2012,Lightning,7863,45.54472222,-114.9611111,ID,249,2456175.5
HAMILTON,222,2456148.5,2012,Lightning,6108,45.58,-114.8897222,ID,259,2456185.5
SAWTOOTH,243,2456169.5,2012,Lightning,5927,46.22861111,-114.3072222,MT,303,2456229.5
CEDAR,221,2456147.5,2012,Lightning,17473,46.31861111,-114.6511111,ID,300,2456226.5
FREEZE OUT,221,2456147.5,2012,Lightning,19704,46.39944444,-114.9394444,ID,300,2456226.5
FERN,210,2456136.5,2012,Lightning,25873,46.42611111,-114.5063889,ID,300,2456226.5
TAYLOR CREEK,185,2456111.5,2012,Lightning,62111,45.2425,-106.0525,MT,209,2456135.5
CONDON MOUNTAIN,210,2456136.5,2012,Lightning,5500,47.60083333,-113.6677778,MT,299,2456225.5
WALL CREEK,254,2456180.5,2012,Lightning,5011,47.80055556,-113.1838889,MT,299,2456225.5
PINE CREEK,242,2456168.5,2012,Equipment Use,8612,45.50638889,-110.5752778,MT,320,2456246.5
MILLIE,241,2456167.5,2012,Lightning,10515,45.40055556,-111.1033333,MT,306,2456232.5
ELBOW PASS COMPLEX,194,2456120.5,2012,Lightning,17319,47.40638889,-112.8688889,MT,306,2456232.5
SQUARE ROCK,226,2456152.5,2012,Lightning,5221,45.96916667,-115.0008333,ID,299,2456225.5
SHEEP,250,2456176.5,2012,Miscellaneous,48626,45.53416667,-116.2975,ID,299,2456225.5
PETTIBONE,210,2456136.5,2012,Lightning,15569,46.06083333,-114.7330556,ID,299,2456225.5
VISTA,221,2456147.5,2012,Lightning,8708,46.15083333,-114.9330556,ID,299,2456225.5
MCGUIRE,241,2456167.5,2012,Lightning,43577,45.59444444,-115.5511111,ID,303,2456229.5
DITCH,210,2456136.5,2012,Lightning,12000,46.00333333,-114.8786111,ID,,
BLEAK,221,2456147.5,2012,Lightning,23700,45.6925,-115.0336111,ID,303,2456229.5
GILEAD,227,2456153.5,2012,Lightning,8189,44.43277778,-106.9591667,WY,291,2456217.5
MYRTLE,201,2456127.5,2012,Equipment Use,9886,43.60166667,-103.5497222,SD,,
WHITE DRAW,181,2456107.5,2012,Equipment Use,9000,43.38694444,-103.7547222,SD,,
COW CAMP,156,2456082.5,2012,Lightning,8333.51,42.19055556,-105.3755556,WY,165,2456091.5
SQUIRREL CREEK,182,2456108.5,2012,Miscellaneous,10517,41.11666667,-106.0833333,WY,300,2456226.5
ARAPAHO FIRE,179,2456105.5,2012,Lightning,98115,42.20083333,-105.4902778,WY,265,2456191.5
HAY CANYON,115,2456041.5,2012,Lightning,9882,43.33222222,-103.0636111,SD,117,2456043.5
DOUTHIT,241,2456167.5,2012,Lightning,29730,42.77972222,-103.6008333,NE,275,2456201.5
WEST ASH,241,2456167.5,2012,Lightning,56471,42.62444444,-103.2533333,NE,275,2456201.5
HEWLETT,135,2456061.5,2012,Miscellaneous,7685,40.725,-105.2680556,CO,143,2456069.5
HIGH PARK,161,2456087.5,2012,Lightning,87275,40.58944444,-105.4036111,CO,182,2456108.5
WALDO CANYON,175,2456101.5,2012,Miscellaneous,18947,38.88333333,-104.9333333,CO,,
LITTLE SAND,135,2456061.5,2012,Lightning,24931,37.4025,-107.2433333,CO,243,2456169.5
ALPINE LAKE,222,2456148.5,2012,Lightning,45877,43.07305556,-109.4436111,WY,345,2456271.5
CANYON,181,2456107.5,2012,Lightning,8716,34.71777778,-111.1302778,AZ,214,2456140.5
GRAPEVINE,180,2456106.5,2012,Lightning,18300,32.56388889,-109.8683333,AZ,184,2456110.5
SCHOOL CANYON,129,2456055.5,2012,Campfire,7049,31.37,-110.4119444,AZ,132,2456058.5
CAMPINI,142,2456068.5,2012,Campfire,12015,31.38333333,-110.45,AZ,146,2456072.5
FOX,168,2456094.5,2012,Lightning,7474,32.22694444,-110.465,AZ,177,2456103.5
LITTLE BEAR,156,2456082.5,2012,Lightning,40000,33.41972222,-105.8297222,NM,212,2456138.5
HORSE CANYON,181,2456107.5,2012,Lightning,7287,32.16861111,-104.6625,NM,193,2456119.5
GLADIATOR,134,2456060.5,2012,Miscellaneous,16240,34.235,-112.3338889,AZ,170,2456096.5
MISTAKE PEAK,221,2456147.5,2012,Campfire,5220,33.89722222,-111.1466667,AZ,237,2456163.5
SUNFLOWER,133,2456059.5,2012,Miscellaneous,17618,33.93027778,-111.4763889,AZ,184,2456110.5
POCO,166,2456092.5,2012,Miscellaneous,11936,34.16722222,-110.8652778,AZ,201,2456127.5
SQUAW CREEK,193,2456119.5,2012,Lightning,5305,34.06583333,-112.0463889,AZ,194,2456120.5
TRINITY RIDGE,216,2456142.5,2012,Equipment Use,146832,43.71111111,-115.3655556,ID,296,2456222.5
SPRINGS,218,2456144.5,2012,Miscellaneous,6146,44.09222222,-116.0463889,ID,232,2456158.5
FONTENELLE,176,2456102.5,2012,Miscellaneous,65220,42.43416667,-110.6005556,WY,297,2456223.5
NORTH BUFFALO,237,2456163.5,2012,Campfire,29950,43.92555556,-110.2111111,WY,298,2456224.5
BEAR CUB,185,2456111.5,2012,Lightning,6493,43.87972222,-110.0241667,WY,278,2456204.5
SHINGLE,183,2456109.5,2012,Miscellaneous,8061,37.43472222,-112.6444444,UT,206,2456132.5
SEELEY,178,2456104.5,2012,Lightning,48986,39.49861111,-111.1761111,UT,215,2456141.5
WESLEY,253,2456179.5,2012,Lightning,16010,45.10638889,-116.5052778,ID,299,2456225.5
LOST PACKER,225,2456151.5,2012,Lightning,52008,45.47138889,-114.7616667,ID,227,2456153.5
HALSTEAD,209,2456135.5,2012,Lightning,181948,44.42972222,-115.1722222,ID,298,2456224.5
MUSTANG,212,2456138.5,2012,Lightning,275960,45.425,-114.59,ID,310,2456236.5
MERINO,222,2456148.5,2012,Lightning,7863,44.65333333,-114.87,ID,289,2456215.5
CAVE CANYON,218,2456144.5,2012,Lightning,88909,42.2775,-114.06,ID,236,2456162.5
DEER HOLLOW,219,2456145.5,2012,Lightning,5441,42.07166667,-113.1591667,ID,221,2456147.5
BROWNS GULCH,221,2456147.5,2012,Lightning,11822.04,41.84972222,-115.97,NV,233,2456159.5
NORTH SCHELL,169,2456095.5,2012,Lightning,12046,39.29972222,-114.8419444,NV,186,2456112.5
GOFF,218,2456144.5,2012,Lightning,22283,41.88611111,-123.2519444,CA,275,2456201.5
NORTH PASS,231,2456157.5,2012,Lightning,41983,39.86611111,-123.1291667,CA,290,2456216.5
MILL,189,2456115.5,2012,Miscellaneous,29502,39.31833333,-122.7069444,CA,215,2456141.5
CHIPS,211,2456137.5,2012,Campfire,75431,40.00694444,-121.2713889,CA,299,2456225.5
BAGLEY COMPLEX,231,2456157.5,2012,Lightning,46011,41,-122.0333333,CA,259,2456185.5
0537  POLE CREEK,253,2456179.5,2012,Lightning,26795,44.175,-121.6952778,OR,291,2456217.5
BARRY POINT,219,2456145.5,2012,Lightning,92977,42.11166667,-120.8013889,OR,261,2456187.5
CASCADE CREEK,253,2456179.5,2012,Lightning,20296,46.13583333,-121.5508333,WA,299,2456225.5
PARISH CABIN FIRE,241,2456167.5,2012,Arson,6481,44.17222222,-118.7819444,OR,290,2456216.5
CACHE CREEK,233,2456159.5,2012,Lightning,73582,45.98638889,-116.9283333,OR,310,2456236.5
BUCKHORN,253,2456179.5,2012,Lightning,6169,48.17777778,-120.135,WA,306,2456232.5
BYRD,253,2456179.5,2012,Lightning,14164.11,47.74055556,-120.2452778,WA,296,2456222.5
TABLE MOUNTAIN,259,2456185.5,2012,Lightning,43874,47.24083333,-120.5663889,WA,294,2456220.5
GOAT,259,2456185.5,2012,Arson,7378,48.03277778,-119.9844444,WA,296,2456222.5
PEAVINE,252,2456178.5,2012,Lightning,19314,47.36805556,-120.4652778,WA,287,2456213.5
CANYON,252,2456178.5,2012,Lightning,7548,47.44527778,-120.4416667,WA,287,2456213.5
POISON,252,2456178.5,2012,Lightning,5962,47.45527778,-120.5152778,WA,287,2456213.5
COUNTYLINE,96,2456022.5,2012,Lightning,34936,30.45194444,-82.45666667,FL,249,2456175.5
ALLEGHANY TUNNELS,98,2456024.5,2012,Railroad,11381,37.75861111,-80.19888889,VA,117,2456043.5
RICH HOLE,100,2456026.5,2012,Arson,15454,37.86972222,-79.62527778,VA,117,2456043.5
BARBOURS CREEK,98,2456024.5,2012,Miscellaneous,7351,37.63,-80.0625,VA,117,2456043.5
DAD,168,2456094.5,2012,Miscellaneous,21331,34.93333333,-77.01666667,NC,188,2456114.5
UVGOON CREEK 1,185,2456111.5,2012,Lightning,49305.3,67.8108,-162.3653,AK,218,2456144.5
KUNGIAKROK CREEK,185,2456111.5,2012,Lightning,12800,67.9378,-161.8886,AK,191,2456117.5
INDUSTRIAL PARK,269,2456195.5,2012,Missing/Undefined,10222,63.9667,-146.3333,AK,283,2456209.5
MARIE CREEK,157,2456083.5,2012,Lightning,9668,65.175,-142.6517,AK,230,2456156.5
LITTLE INDIAN RIVER,158,2456084.5,2012,Lightning,15278,65.7483,-154.2644,AK,211,2456137.5
NEKAKTE,159,2456085.5,2012,Lightning,6297.9,67.3394,-158.5664,AK,170,2456096.5
NOWITNA RIVER,168,2456094.5,2012,Lightning,22366,64.4167,-153.7167,AK,244,2456170.5
HOGATZA RIVER,168,2456094.5,2012,Lightning,24179.4,66.4453,-155.2878,AK,218,2456144.5
DRY CREEK,175,2456101.5,2012,Lightning,47154,64.49535,-147.32895,AK,320,2456246.5
MIDNIGHT CREEK,177,2456103.5,2012,Lightning,7927,65.93,-141.03,AK,231,2456157.5
KUCHER CREEK,170,2456096.5,2012,Lightning,18850,68.9106,-155.6947,AK,184,2456110.5
SNAKE RIVER,307,2456233.5,2012,Miscellaneous,16566,58.98,-158.55,AK,314,2456240.5
HOBBLE COMPLEX,194,2456120.5,2012,Lightning,34200,36.6069,-113.6819,AZ,214,2456140.5
SHORTEN,269,2456195.5,2012,Lightning,7092,33.32428,-109.79667,AZ,320,2456246.5
BLACK CANYON,179,2456105.5,2012,Equipment Use,18392,35.7275,-113.8114,AZ,214,2456140.5
STEWART,226,2456152.5,2012,Lightning,10632,33.127028,-116.498985,CA,233,2456159.5
JAWBONE COMPLEX,223,2456149.5,2012,Lightning,12018,35.3419,-118.2383,CA,249,2456175.5
WALKER WYE,225,2456151.5,2012,Equipment Use,7934,39.01158,-122.44192,CA,232,2456158.5
INDIAN,221,2456147.5,2012,Lightning,12575,37.9028,-118.8528,CA,237,2456163.5
SIXTEEN COMPLEX,248,2456174.5,2012,Arson,17944,38.94444,-122.3445,CA,253,2456545.5
READING,205,2456131.5,2012,Lightning,28079,40.49494,-121.45414,CA,297,2456223.5
LOST,218,2456144.5,2012,Lightning,61298,41.1389,-119.75,NV,225,2456151.5
RUSH,225,2456151.5,2012,Lightning,315578.8,40.6153,-120.1153,CA,296,2456222.5
TGU PONDEROSA,231,2456157.5,2012,Lightning,27676,40.3832,-121.8347,CA,252,2456178.5
LIKELY,249,2456175.5,2012,Equipment Use,9838,41.0917,-120.4733,CA,295,2456221.5
WOLF,216,2456142.5,2012,Lightning,5126,40.2853,-108.395,CO,235,2456161.5
PINE RIDGE,179,2456105.5,2012,Lightning,13920,39.2358,-108.388,CO,194,2456120.5
SUNRISE MINE,146,2456072.5,2012,Miscellaneous,5742,38.4358,-108.9889,CO,159,2456085.5
WEBER,174,2456100.5,2012,Arson,10133,37.2708,-108.3025,CO,206,2456132.5
DEEP LAKE,67,2455993.5,2012,Arson,8011,26.0389,-81.2636,FL,71,2455997.5
SOUTH INDIAN,191,2456117.5,2012,Lightning,14095,42.87057,-115.57663,ID,192,2456118.5
CON SHEA,165,2456091.5,2012,Miscellaneous,8898,43.29117,-116.45538,ID,167,2456093.5
JACKS,191,2456117.5,2012,Lightning,48894,42.61833,-116.18528,ID,201,2456127.5
DITTO,188,2456114.5,2012,Fireworks,6179,43.31232,-115.82538,ID,190,2456116.5
BENWALK,191,2456117.5,2012,Lightning,29100,43.04969,-115.39013,ID,193,2456119.5
STOUT,193,2456119.5,2012,Lightning,12768,43.12659,-115.40838,ID,197,2456123.5
HIGHWAY 20,156,2456082.5,2012,Powerline,6134,43.17752,-115.60466,ID,157,2456083.5
COX S WELL,193,2456119.5,2012,Lightning,7800,43.205,-113.2622,ID,194,2456120.5
MIDWAY,192,2456118.5,2012,Lightning,8435,43.4255,-112.8836,ID,196,2456122.5
CEDAR BUTTE WSA,193,2456119.5,2012,Lightning,23051,43.29,-112.7497,ID,211,2456137.5
RIDGE TOP,209,2456135.5,2012,Lightning,16613,43.1811,-112.1361,ID,216,2456142.5
KINYON ROAD,189,2456115.5,2012,Lightning,210874,42.4533,-115.0253,ID,197,2456123.5
BALANCED ROAD,155,2456081.5,2012,Equipment Use,6425,42.5783,-115.0022,ID,156,2456082.5
LAIDLAW,190,2456116.5,2012,Lightning,7935,43.1397,-113.5858,ID,193,2456119.5
TRAPPER CABIN,195,2456121.5,2012,Lightning,6558,42.9411,-113.6022,ID,196,2456122.5
OWINZA,204,2456130.5,2012,Lightning,34507,42.8228,-114.0517,ID,206,2456132.5
SID CROSSING,208,2456134.5,2012,Lightning,20784,42.9089,-113.995,ID,211,2456137.5
FLAT TOP 2,218,2456144.5,2012,Lightning,140954,42.9594,-113.7497,ID,226,2456152.5
BOY,4,2455930.5,2012,Powerline,6500,48.6153,-112.9951,MT,20,2455946.5
WYE FIRE,4,2455930.5,2012,Debris Burning,12000,48.5305,-112.964,MT,20,2455946.5
DELPHIA,237,2456163.5,2012,Lightning,40084.8,46.4931,-108.2153,MT,276,2456202.5
DAHL,178,2456104.5,2012,Lightning,22045,46.2789,-108.6661,MT,276,2456202.5
EAST SARPY,214,2456140.5,2012,Lightning,82127,45.7464,-107.1676,MT,216,2456142.5
BEAR TRAP 2,177,2456103.5,2012,Fireworks,15341,45.6128,-111.555,MT,188,2456114.5
WELDER,258,2456184.5,2012,Miscellaneous,33318,48.3231,-108.6504,MT,263,2456189.5
WEST GARCEAU,226,2456152.5,2012,Equipment Use,9864.2,47.7016,-114.5143,MT,253,2456179.5
BROOKMAN,255,2456181.5,2012,Miscellaneous,9709,48.383,-105.4736,MT,260,2456186.5
WOLF CREEK,206,2456132.5,2012,Lightning,12160,47.4828,-108.1706,MT,229,2456155.5
ESTER LAKE,237,2456163.5,2012,Miscellaneous,10924,48.0667,-108.2667,MT,278,2456204.5
HORSE CREEK,183,2456109.5,2012,Lightning,7568,45.9731,-107.0764,MT,193,2456119.5
TIDWELL,187,2456113.5,2012,Lightning,6169,45.085,-106.362,MT,189,2456115.5
ROSEBUD COMPLEX,215,2456141.5,2012,Lightning,152261.1,46.1614,-106.2111,MT,231,2456157.5
SWEENEY,214,2456140.5,2012,Lightning,9016,46.1586,-106.1817,MT,227,2456153.5
DUTCH,254,2456180.5,2012,Lightning,19247.1,45.1497,-105.8869,MT,259,2456185.5
DUGAN,258,2456184.5,2012,Miscellaneous,10473,45.8369,-104.5719,MT,268,2456194.5
